step,train_mean_reward,full_valid_mean_reward,full_valid_mean_parse_error,completion_tokens_mean,mean_unresponsive_rewards,usage/samples/train_reasoning_tokens_mean,usage/samples/valid_reasoning_tokens_mean,usage/samples/train_reasoning_tokens_count,usage/samples/valid_reasoning_tokens_count,sampling_duration,training_duration,eval_duration,total_duration,reasoning_tokens_mean,errors/graders/python/grader-3f2047aa7052/errors/train_sample_parse_error_mean,errors/graders/python/grader-3f2047aa7052/errors/train_sample_parse_error_count,errors/graders/python/grader-3f2047aa7052/errors/train_invalid_variable_error_mean,errors/graders/python/grader-3f2047aa7052/errors/train_invalid_variable_error_count,errors/graders/python/grader-3f2047aa7052/errors/train_other_error_mean,errors/graders/python/grader-3f2047aa7052/errors/train_other_error_count,errors/graders/python/grader-3f2047aa7052/errors/valid_sample_parse_error_mean,errors/graders/python/grader-3f2047aa7052/errors/valid_sample_parse_error_count,errors/graders/python/grader-3f2047aa7052/errors/valid_invalid_variable_error_mean,errors/graders/python/grader-3f2047aa7052/errors/valid_invalid_variable_error_count,errors/graders/python/grader-3f2047aa7052/errors/valid_other_error_mean,errors/graders/python/grader-3f2047aa7052/errors/valid_other_error_count,scores/graders/python/grader-3f2047aa7052/train_reward_mean,scores/graders/python/grader-3f2047aa7052/valid_reward_mean,timing/graders/python/grader-3f2047aa7052/timing/train_execution_latency_mean,timing/graders/python/grader-3f2047aa7052/timing/train_execution_latency_count,timing/graders/python/grader-3f2047aa7052/timing/valid_execution_latency_mean,timing/graders/python/grader-3f2047aa7052/timing/valid_execution_latency_count,train_tool_calls_to_get_order,train_token_usage_mean_get_order,train_latency_get_order,train_error_count_get_order,valid_tool_calls_to_get_order,valid_token_usage_mean_get_order,valid_latency_get_order,valid_error_count_get_order,timestamp
69,0.7636143790849674,,,578.1664438502673,0,349.53614457831327,,1494,,194.2797589302063,146.60668325424194,8.7738037109375E-05,147.31408882141113,349.53614457831327,0,731,0,731,0,731,,,,,,,0.8456429548563611,,6.7423878626034135,731,,,731,375.0889192886457,0.7841145039909352,0.04068241469816273,,,,,2026-05-29T10:44:44.0130000Z
70,0.8630758169934641,0.8323578947368421,,602.8621103117506,0,350.62948207171314,,1506,,227.83654046058655,184.46617913246155,373.4003975391388,558.3423969745636,350.62948207171314,0,739,0,739,0,739,0,570,0,570,0,570,0.9286238159675237,0.8323578947368421,6.981811381160648,739,48.52765757619289,570,902,394.119733924612,0.5812349295669015,0.02275189599133261,553,396.69620253164555,0.3961465664841167,0.08896210873146623,2026-05-29T10:55:56.9720000Z
71,0.7291411764705883,,,662.5783132530121,0,402.51006711409394,,1490,,223.03487992286682,168.28437328338623,9.012222290039062E-05,169.20379400253296,402.51006711409394,0,727,0,727,0,727,,,,,,,0.8195226960110041,,6.68519623964984,727,,,729,409.22908093278465,0.9019329031144968,0.04456094364351245,,,,,2026-05-29T11:01:00.4430000Z
72,0.8245960784313724,,,621.5577051367578,0,381.3382254836558,,1499,,234.56199741363525,157.25011372566223,9.679794311523438E-05,157.80869460105896,381.3382254836558,0,734,0,734,0,734,,,,,,,0.9016566757493188,,6.771553472861932,734,,,734,391.0776566757493,1.017311891677919,0.03926701570680628,,,,,2026-05-29T11:05:36.3620000Z
73,0.8450326797385621,,,574.8517786561265,0,354.86025049439684,,1517,,224.30392718315125,153.2051339149475,9.560585021972656E-05,153.61409449577332,354.86025049439684,0,752,0,752,0,752,,,,,,,0.8769281914893617,,6.852169119931282,752,,,753,354.203187250996,0.8473728925266747,0.01568627450980392,,,,,2026-05-29T11:10:02.8030000Z
74,0.839281045751634,,,567.7190192180252,0,358.08565737051794,,1506,,202.66798496246338,151.256737947464,0.00010085105895996094,152.23118019104004,358.08565737051794,0,743,0,743,0,743,,,,,,,0.8937415881561238,,6.843152099791639,743,,,744,344.9704301075269,0.5154612022702412,0.02490170380078637,,,,,2026-05-29T11:14:21.9920000Z
75,0.7913986928104576,0.7881035087719297,,683.4367968232958,0,430.77127659574467,,1504,,209.82823204994202,167.9125735759735,379.77856278419495,548.3539273738861,430.77127659574467,0,743,0,743,0,743,0,570,0,570,0,570,0.8444414535666217,0.7881035087719297,6.780019222326266,743,50.45615131394905,570,746,374.6662198391421,0.6806104483617215,0.01971090670170828,544,397.56617647058823,0.3806322067975998,0.1111111111111111,2026-05-29T11:25:15.7970000Z
76,0.69159477124183,,,661.1263440860215,0,409.3777777777778,,1485,,237.21198773384094,167.9860827922821,8.559226989746094E-05,168.66964769363403,409.3777777777778,0,722,0,722,0,722,,,,,,,0.7923407202216065,,6.615502665577833,722,,,723,405.6611341632088,0.6030401711971763,0.054901960784313725,,,,,2026-05-29T11:30:27.3290000Z
77,0.6488967320261437,,,585.1798611111111,0,354.84615384615387,,1430,,190.26104998588562,152.91035103797913,9.560585021972656E-05,153.5051019191742,354.84615384615387,0,708,0,708,0,708,,,,,,,0.7816468926553671,,6.608780006904387,708,,,666,376.5165165165165,1.257266424081705,0.075,,,,,2026-05-29T11:34:36.7090000Z
78,0.7864235294117647,,,712.4811083123426,0,452.2944297082228,,1508,,224.13518905639648,187.9386429786682,8.463859558105469E-05,188.53363800048828,452.2944297082228,0,743,0,743,0,743,,,,,,,0.8393189771197846,,6.81318877394716,743,,,823,367.33049817739976,0.8672661433677628,0.02372479240806643,,,,,2026-05-29T11:39:37.8260000Z
79,0.8522588235294117,,,655.3079470198676,0,395.9701986754967,,1510,,223.283349275589,167.01623249053955,8.702278137207031E-05,167.65306401252747,395.9701986754967,0,744,0,744,0,744,,,,,,,0.9045403225806451,,6.8459903453626945,744,,,745,377.1006711409396,0.7266902491550318,0.023591087811271297,,,,,2026-05-29T11:44:23.6870000Z
80,0.805843137254902,0.7728192982456139,,637.9312339331619,0,397.00408719346046,,1468,,229.74351572990417,168.17449593544006,371.3072953224182,540.0329637527466,397.00408719346046,0,705,0,705,0,705,0,570,0,570,0,570,0.9595319148936171,0.7728192982456139,6.571876412249626,705,47.72594978851185,570,791,366.14917825537293,0.7836622616132503,0.06168446026097272,524,398.3416030534351,0.3928335413678002,0.17088607594936708,2026-05-29T11:55:19.4480000Z
81,0.7621019607843138,,,598.7515110812626,0,381.0652320107599,,1487,,237.07426524162292,158.334002494812,8.893013000488281E-05,158.79443860054016,381.0652320107599,0,723,0,723,0,723,,,,,,,0.8644647302904565,,6.557550567479219,723,,,724,379.14088397790056,0.7111019831336005,0.05111402359108781,,,,,2026-05-29T12:00:17.0720000Z
82,0.8012627450980391,,,710.5614617940199,0,461.0459693537642,,1501,,220.7335979938507,166.65192794799805,8.130073547363281E-05,167.22477197647095,461.0459693537642,0,738,0,738,0,738,,,,,,,0.8671626016260162,,6.867975965101867,738,,,740,378.522972972973,0.49988780633823293,0.03014416775884666,,,,,2026-05-29T12:04:55.2370000Z
83,0.8875555555555555,,,645.0418326693227,0,388.2473404255319,,1504,,214.51458287239075,164.1281099319458,8.511543273925781E-05,164.97216486930847,388.2473404255319,0,739,0,739,0,739,,,,,,,0.9539648173207037,,6.880448794977913,739,,,741,391.0080971659919,0.7115803366569694,0.027559055118110236,,,,,2026-05-29T12:09:28.2580000Z
84,0.8971856209150326,,,727.3132450331126,0,463.2302587923026,,1507,,225.64117646217346,175.5126576423645,0.00010848045349121094,176.02191877365112,463.2302587923026,0,745,0,745,0,745,,,,,,,0.9481167785234899,,6.796615415931548,745,,,745,359.5006711409396,0.47903744934389253,0.02102496714848883,,,,,2026-05-29T12:14:23.4180000Z
85,0.7166013071895425,0.7646578947368421,,625.4031830238727,0,388.65824468085106,,1504,,220.19110345840454,153.8371479511261,376.8267719745636,531.5589678287506,388.65824468085106,0,739,0,739,0,739,0,570,0,570,0,570,0.7769959404600812,0.7646578947368421,6.770318903684293,739,47.275628178579765,570,743,343.6406460296097,0.40611832908794665,0.0274869109947644,531,398.1977401129943,0.3899815329499613,0.1504,2026-05-29T12:25:05.7410000Z
86,0.8291856209150327,,,719.6359447004609,0,457.40819022457066,,1514,,228.36946535110474,176.31572818756104,8.630752563476562E-05,177.5557997226715,457.40819022457066,0,752,0,752,0,752,,,,,,,0.8608071808510638,,6.85225447853829,752,,,754,375.2931034482759,0.48271250882894984,0.010498687664041995,,,,,2026-05-29T12:30:22.0650000Z
87,0.821556862745098,,,604.3291378225299,0,383.1500664010624,,1506,,274.9613928794861,168.17119693756104,0.00011205673217773438,168.63474225997925,383.1500664010624,0,745,0,745,0,745,,,,,,,0.8704577181208053,,6.8095760460667965,745,,,824,294.1747572815534,0.5827534583587091,0.022538552787663108,,,,,2026-05-29T12:35:28.7090000Z
88,0.8717516339869279,,,579.5419847328244,0,338.06845637583893,,1490,,229.25463342666626,162.13088941574097,8.7738037109375E-05,162.59114170074463,338.06845637583893,0,728,0,728,0,728,,,,,,,0.9668818681318682,,6.743787035182282,728,,,807,338.73358116480796,0.7719083538433581,0.04042806183115339,,,,,2026-05-29T12:40:12.4410000Z
89,0.8051516339869281,,,661.7625083388926,0,419.35321715817696,,1492,,221.18990683555603,161.72500824928284,8.344650268554688E-05,162.15956783294678,419.35321715817696,0,729,0,729,0,729,,,,,,,0.8942949245541838,,6.708509267929977,729,,,732,366.52868852459017,0.4279147611289728,0.043137254901960784,,,,,2026-05-29T12:44:45.7130000Z
90,0.7496732026143791,0.8439000000000001,,589.3250168577208,0,353.4074324324324,,1480,,202.9321780204773,151.52778840065002,376.5208191871643,528.9071760177612,353.4074324324324,0,718,0,718,0,718,0,570,0,570,0,570,0.8642061281337048,0.8439000000000001,6.670148364348664,718,48.660260468198544,570,718,411.4387186629526,0.7960325499431005,0.05774278215223097,557,399.4793536804309,0.402755326385772,0.07933884297520662,2026-05-29T12:55:16.7410000Z
91,0.7230065359477125,,,598.6781389420013,0,356.9851551956815,,1482,,248.16761684417725,163.47228050231934,8.58306884765625E-05,164.00688362121582,356.9851551956815,0,721,0,721,0,721,,,,,,,0.8281553398058252,,6.616255794914023,721,,,804,383.93407960199005,0.8438435244323009,0.04739336492890995,,,,,2026-05-29T13:00:30.8650000Z
92,0.8447228758169935,,,580.070059484468,0,355.8244680851064,,1504,,210.70698356628418,153.39018034934998,8.296966552734375E-05,153.9544336795807,355.8244680851064,0,747,0,747,0,747,,,,,,,0.8891740294511379,,7.063098983751882,747,,,747,379.43239625167337,0.4614765471722706,0.02225130890052356,,,,,2026-05-29T13:04:50.8650000Z
93,0.9193464052287581,,,676.0145118733509,0,423.9292328042328,,1512,,215.96367383003235,168.07234263420105,8.440017700195312E-05,168.5978946685791,423.9292328042328,0,748,0,748,0,748,,,,,,,0.9629679144385026,,6.880464990190006,748,,,751,412.51531291611184,0.6863103366882284,0.017015706806282723,,,,,2026-05-29T13:09:28.2540000Z
94,0.8328496732026144,,,682.2995361166335,0,418.72588157019294,,1503,,221.86702179908752,183.13196539878845,8.749961853027344E-05,183.60097217559814,418.72588157019294,0,742,0,742,0,742,,,,,,,0.8896630727762803,,6.891567230224609,742,,,743,461.37685060565275,0.6280888166594473,0.02621231979030144,,,,,2026-05-29T13:14:28.5640000Z
95,0.8833228758169934,0.8489701754385965,,620.2940785096474,0,375.99333333333334,,1500,,203.75344514846802,152.33421897888184,377.813360452652,530.7967774868011,375.99333333333334,0,736,0,736,0,736,0,570,0,570,0,570,0.9575298913043477,0.8489701754385965,6.836452820054863,736,49.16229808330536,570,738,360.12872628726285,0.5257378092949306,0.03529411764705882,550,397.4418181818182,0.39169865824959493,0.09836065573770492,2026-05-29T13:25:01.8230000Z
96,0.8044444444444444,,,650.9717868338558,0,420.4186046511628,,1505,,255.65754199028015,174.3375120162964,8.535385131835938E-05,175.2795925140381,420.4186046511628,0,747,0,747,0,747,,,,,,,0.8479250334672022,,6.801447162028138,747,,,830,308.7843373493976,0.47087986296918016,0.016587677725118485,,,,,2026-05-29T13:30:24.3400000Z
97,0.8770235294117648,,,683.3457694870086,0,421.5545150501672,,1495,,212.44867753982544,165.06853795051575,9.107589721679688E-05,165.60969853401184,421.5545150501672,0,733,0,733,0,733,,,,,,,0.9589672578444748,,6.8559292234470215,733,,,736,375.5733695652174,0.4930390654050786,0.035386631716906945,,,,,2026-05-29T13:34:56.8000000Z
98,0.8542313725490196,,,683.7799867461895,0,421.5036496350365,,1507,,224.43675994873047,169.096177816391,8.749961853027344E-05,169.79716563224792,421.5036496350365,0,743,0,743,0,743,,,,,,,0.9091345895020188,,6.838521203956245,743,,,744,410.4731182795699,0.7301027563310438,0.02490170380078637,,,,,2026-05-29T13:39:39.3780000Z
99,0.9087581699346405,,,661.2982107355865,0,395.75548172757476,,1505,,205.49151968955994,167.62352752685547,0.00011348724365234375,168.2254078388214,395.75548172757476,0,742,0,742,0,742,,,,,,,0.9679245283018868,,6.808673313364507,742,,,744,392.7244623655914,0.5013014379368034,0.02617801047120419,,,,,2026-05-29T13:44:16.2570000Z
100,0.876777777777778,0.7921684210526315,,783.8862433862433,0,489.09229747675965,,1506,,267.58473944664,181.84247469902039,383.2586443424225,565.6770679950714,489.09229747675965,0,745,0,745,0,745,0,570,0,570,0,570,0.9271610738255034,0.7921684210526315,6.8411898971404,745,48.01254697180631,570,747,393.33868808567604,0.41198703435210976,0.020969855832241154,548,397.7846715328467,0.3935251314274586,0.10457516339869281,2026-05-29T13:55:56.3020000Z
101,0.7961542483660129,,,665.1086666666666,0,410.74933155080214,,1496,,202.39506578445435,161.9988570213318,0.00010180473327636719,162.54540014266968,410.74933155080214,0,735,0,735,0,735,,,,,,,0.8694666666666666,,6.723770207450503,735,,,735,394.11156462585035,0.4355216272834207,0.03543307086614173,,,,,2026-05-29T14:00:41.5030000Z
102,0.8358470588235294,,,631.4121576486306,0,388.77190635451507,,1495,,246.31877851486206,163.56720542907715,8.678436279296875E-05,164.5632827281952,388.77190635451507,0,732,0,732,0,732,,,,,,,0.918610655737705,,6.690814067431487,732,,,732,351.9890710382514,0.7687965963707596,0.041884816753926704,,,,,2026-05-29T14:05:30.1270000Z
103,0.823670588235294,,,681.9660904255319,0,415.42049234863606,,1503,,201.36701273918152,164.88253831863403,9.012222290039062E-05,165.34276342391968,415.42049234863606,0,739,0,739,0,739,,,,,,,0.8878322056833559,,6.974750487826997,739,,,739,430.27604871447903,0.4272071047306706,0.03398692810457516,,,,,2026-05-29T14:09:56.9740000Z
104,0.8718797385620914,,,708.8857142857142,0,441.3217623497997,,1498,,243.06306505203247,176.4803557395935,9.655952453613281E-05,177.40797877311707,441.3217623497997,0,737,0,737,0,737,,,,,,,0.9429959294436907,,6.799475653038905,737,,,740,394.49594594594595,0.4468274690009452,0.02759526938239159,,,,,2026-05-29T14:15:01.9930000Z
105,0.7517320261437909,0.8453771929824562,,668.2790107799619,0,436.33826496301276,,1487,,231.6170072555542,175.64491868019104,391.2601411342621,567.2885746955872,436.33826496301276,0,728,0,728,0,728,0,570,0,570,0,570,0.8407623626373627,0.8453771929824562,6.618112397717906,728,48.829936803014654,570,812,339.7204433497537,0.5463550328621136,0.036773428232502965,549,397.88524590163934,0.4115076030321243,0.10147299509001637,2026-05-29T14:26:25.9060000Z
106,0.8094130718954249,,,745.085618729097,0,465.85838926174495,,1490,,232.26912927627563,171.81118869781494,9.083747863769531E-05,172.3374993801117,465.85838926174495,0,728,0,728,0,728,,,,,,,0.901375,,6.662052844579403,728,,,729,394.87654320987656,0.4803480444621647,0.04330708661417323,,,,,2026-05-29T14:31:35.9570000Z
107,0.7629372549019607,,,720.673564753004,0,463.34182305630026,,1492,,232.03088116645813,174.29955339431763,0.00010657310485839844,175.541011095047,463.34182305630026,0,733,0,733,0,733,,,,,,,0.839900409276944,,6.73417969257412,733,,,733,359.78444747612554,0.5266960854419744,0.04183006535947712,,,,,2026-05-29T14:36:28.1760000Z
108,0.8534509803921568,,,683.4842805320435,0,415.7133288680509,,1493,,251.74485898017883,198.4001350402832,0.00010943412780761719,199.25665140151978,415.7133288680509,0,730,0,730,0,730,,,,,,,0.9423150684931507,,6.715465818039358,730,,,887,394.71138669673053,0.39048289526946917,0.03376906318082789,,,,,2026-05-29T14:41:54.0080000Z
109,0.7801960784313724,,,784.9021164021163,0,489.7170311464546,,1509,,251.56138443946838,185.6135892868042,8.869171142578125E-05,186.17273616790771,489.7170311464546,0,746,0,746,0,746,,,,,,,0.8255361930294907,,6.84012433095528,746,,,747,426.7938420348059,0.4577714117016977,0.01968503937007874,,,,,2026-05-29T14:47:12.1020000Z
110,0.8130065359477124,0.8488298245614034,,747.4391392064559,0,466.8243243243243,,1480,,255.37115287780762,175.4712381362915,412.35108733177185,588.8521084785461,466.8243243243243,0,720,0,720,0,720,0,570,0,570,0,570,0.9263194444444445,0.8488298245614034,6.630633358491791,720,48.17423511513493,570,722,377.4792243767313,0.3969392205209283,0.05,551,395.6551724137931,0.401295829381787,0.09225700164744646,2026-05-29T14:59:09.2200000Z
111,0.8313725490196079,,,678.0848363393453,0,414.52412868632706,,1492,,253.94151830673218,163.2219512462616,9.322166442871094E-05,164.08065104484558,414.52412868632706,0,730,0,730,0,730,,,,,,,0.9191780821917809,,7.0061234722398735,730,,,732,353.73497267759564,0.5254675309514739,0.03937007874015748,,,,,2026-05-29T15:04:23.2550000Z
112,0.8077908496732027,,,649.3588548601864,0,410.7393333333333,,1500,,226.41255044937134,164.1354796886444,9.083747863769531E-05,164.72199058532715,410.7393333333333,0,737,0,737,0,737,,,,,,,0.876472184531886,,7.046044557680107,737,,,737,359.3188602442334,0.41621508559507786,0.03407601572739188,,,,,2026-05-29T15:09:01.9130000Z
113,0.8317908496732025,,,849.9933774834437,0,541.78500331785,,1507,,250.07638096809387,183.82458996772766,0.0001010894775390625,184.43109917640686,541.78500331785,0,744,0,744,0,744,,,,,,,0.8834946236559139,,6.809035423301881,744,,,745,376.65234899328857,0.4270028242328823,0.02230971128608924,,,,,2026-05-29T15:14:11.8520000Z
114,0.7276862745098038,,,794.1356045424182,0,485.7561790247161,,1497,,252.0306360721588,178.6769187450409,0.00012087821960449219,179.42184400558472,485.7561790247161,0,731,0,731,0,731,,,,,,,0.8080437756497947,,6.714052297511277,731,,,732,386.9357923497268,0.9648519116021245,0.043137254901960784,,,,,2026-05-29T15:19:23.9390000Z
115,0.665681045751634,0.8590070175438597,,734.9128919860627,0,451.53361344537814,,1428,,235.02104353904724,161.96893739700317,411.43905091285706,574.1946849822998,451.53361344537814,0,708,0,708,0,708,0,570,0,570,0,570,0.7997824858757062,0.8590070175438597,6.660155073060828,708,48.98285509912591,570,663,396.5203619909502,0.8075967769996792,0.07402234636871509,554,395.89350180505414,0.3972485960605773,0.07973421926910298,2026-05-29T15:30:57.2000000Z
